,participant,img,Gestalt-scrambled,Inverted-Gestalt,Inverted-scrambled,gestalt,inverted,scrambled,diffGestalt,diffInv,hullDiff,densDiff
867,20650,28,1.0,1.0,1.0,6.0,6.0,7.0,-1.0,-1.0,-0.0456555555556,0.00137553891697
868,20650,29,1.0,0.0,0.0,7.0,6.0,6.0,1.0,0.0,-0.173477777778,0.00484626502237
869,20650,30,1.0,0.0,1.0,4.0,3.0,7.0,-3.0,-4.0,-0.208311111111,0.0145634808792
870,20755,1,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,-0.234444444444,0.00460912344787
871,20755,2,0.0,,,2.0,,2.0,0.0,,-0.290244444444,0.0111467933226
872,20755,3,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,-0.270766666667,0.0101584533402
873,20755,4,1.0,0.0,1.0,3.0,2.0,2.0,1.0,0.0,-0.114577777778,0.00844681479993
874,20755,5,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,-0.189,0.00229155864197
875,20755,6,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,-0.377855555556,0.00889073106128
876,20755,7,1.0,,,2.0,,2.0,0.0,,0.0646666666667,-0.00307759954249
877,20755,8,1.0,,,3.0,,2.0,1.0,,-0.153788888889,0.0157562191299
878,20755,9,0.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,-0.0237444444444,0.00886377451772
879,20755,10,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.105588888889,0.00570845207801
880,20755,11,0.0,,,3.0,,3.0,0.0,,0.0168555555556,0.00136234284212
881,20755,12,1.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0186777777778,0.00897918503964
882,20755,13,0.0,,,3.0,,2.0,1.0,,-0.174311111111,0.00590556020577
883,20755,14,1.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,-0.130788888889,0.0154222394647
884,20755,15,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.00115555555556,0.00133165305282
885,20755,16,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,-0.0309666666667,0.00365602306784
886,20755,17,0.0,,,2.0,,2.0,0.0,,-0.0370333333333,0.000716594707261
887,20755,18,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,-0.125733333333,0.00675204284885
888,20755,19,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,-0.0877555555556,0.00770715905724
889,20755,20,0.0,,,2.0,,2.0,0.0,,0.106566666667,-0.00766691666074
890,20755,21,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,-0.0711111111111,0.00385365895387
891,20755,22,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0350555555556,-0.000264336548255
892,20755,23,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,-0.131633333333,0.00444969970055
893,20755,24,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.1048,7.03192645681e-05
894,20755,25,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,-0.0874555555556,0.000602427939496
895,20755,26,0.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,-0.0972888888889,0.0107651195987
896,20755,27,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.00161111111111,0.00196512124492
897,20755,28,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,-0.0456555555556,0.00137553891697
898,20755,29,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,-0.173477777778,0.00484626502237
899,20755,30,0.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,-0.208311111111,0.0145634808792
900,20803,1,1.0,1.0,1.0,2.0,4.0,5.0,-3.0,-1.0,-0.234444444444,0.00460912344787
901,20803,2,1.0,,,6.0,,3.0,3.0,,-0.290244444444,0.0111467933226
902,20803,3,1.0,1.0,0.0,3.0,5.0,5.0,-2.0,0.0,-0.270766666667,0.0101584533402
903,20803,4,1.0,0.0,1.0,7.0,6.0,5.0,2.0,1.0,-0.114577777778,0.00844681479993
904,20803,5,1.0,0.0,0.0,2.0,2.0,4.0,-2.0,-2.0,-0.189,0.00229155864197
905,20803,6,1.0,0.0,0.0,7.0,7.0,3.0,4.0,4.0,-0.377855555556,0.00889073106128
906,20803,7,0.0,,,3.0,,3.0,0.0,,0.0646666666667,-0.00307759954249
907,20803,8,1.0,,,2.0,,3.0,-1.0,,-0.153788888889,0.0157562191299
908,20803,9,0.0,0.0,1.0,6.0,5.0,3.0,3.0,2.0,-0.0237444444444,0.00886377451772
909,20803,10,1.0,1.0,1.0,4.0,3.0,6.0,-2.0,-3.0,0.105588888889,0.00570845207801
910,20803,11,0.0,,,2.0,,2.0,0.0,,0.0168555555556,0.00136234284212
911,20803,12,0.0,0.0,1.0,6.0,4.0,2.0,4.0,2.0,0.0186777777778,0.00897918503964
912,20803,13,0.0,,,7.0,,5.0,2.0,,-0.174311111111,0.00590556020577
913,20803,14,1.0,0.0,1.0,8.0,7.0,5.0,3.0,2.0,-0.130788888889,0.0154222394647
914,20803,15,0.0,1.0,1.0,3.0,4.0,3.0,0.0,1.0,0.00115555555556,0.00133165305282
915,20803,16,1.0,0.0,1.0,2.0,2.0,3.0,-1.0,-1.0,-0.0309666666667,0.00365602306784
916,20803,17,0.0,,,3.0,,3.0,0.0,,-0.0370333333333,0.000716594707261
917,20803,18,1.0,0.0,1.0,5.0,2.0,5.0,0.0,-3.0,-0.125733333333,0.00675204284885
918,20803,19,0.0,0.0,1.0,4.0,1.0,3.0,1.0,-2.0,-0.0877555555556,0.00770715905724
919,20803,20,1.0,,,4.0,,2.0,2.0,,0.106566666667,-0.00766691666074
920,20803,21,0.0,1.0,1.0,2.0,6.0,4.0,-2.0,2.0,-0.0711111111111,0.00385365895387
921,20803,22,0.0,0.0,0.0,2.0,3.0,7.0,-5.0,-4.0,0.0350555555556,-0.000264336548255
922,20803,23,1.0,1.0,0.0,3.0,4.0,2.0,1.0,2.0,-0.131633333333,0.00444969970055
923,20803,24,1.0,1.0,1.0,2.0,2.0,5.0,-3.0,-3.0,0.1048,7.03192645681e-05
924,20803,25,1.0,1.0,1.0,3.0,5.0,1.0,2.0,4.0,-0.0874555555556,0.000602427939496
925,20803,26,0.0,0.0,0.0,2.0,2.0,5.0,-3.0,-3.0,-0.0972888888889,0.0107651195987
926,20803,27,0.0,0.0,1.0,5.0,4.0,5.0,0.0,-1.0,0.00161111111111,0.00196512124492
927,20803,28,1.0,1.0,1.0,3.0,2.0,3.0,0.0,-1.0,-0.0456555555556,0.00137553891697
928,20803,29,0.0,1.0,1.0,3.0,4.0,1.0,2.0,3.0,-0.173477777778,0.00484626502237
929,20803,30,1.0,1.0,1.0,6.0,6.0,6.0,0.0,0.0,-0.208311111111,0.0145634808792
930,20959,1,0.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.234444444444,0.00460912344787
931,20959,2,0.0,,,5.0,,5.0,0.0,,-0.290244444444,0.0111467933226
932,20959,3,1.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,-0.270766666667,0.0101584533402
933,20959,4,1.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.114577777778,0.00844681479993
934,20959,5,0.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.189,0.00229155864197
935,20959,6,0.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.377855555556,0.00889073106128
936,20959,7,0.0,,,5.0,,5.0,0.0,,0.0646666666667,-0.00307759954249
937,20959,8,1.0,,,5.0,,5.0,0.0,,-0.153788888889,0.0157562191299
938,20959,9,0.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.0237444444444,0.00886377451772
939,20959,10,0.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,0.105588888889,0.00570845207801
940,20959,11,0.0,,,5.0,,5.0,0.0,,0.0168555555556,0.00136234284212
941,20959,12,0.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0186777777778,0.00897918503964
942,20959,13,0.0,,,5.0,,5.0,0.0,,-0.174311111111,0.00590556020577
943,20959,14,0.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.130788888889,0.0154222394647
944,20959,15,1.0,1.0,0.0,5.0,5.0,5.0,0.0,0.0,0.00115555555556,0.00133165305282
945,20959,16,0.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.0309666666667,0.00365602306784
946,20959,17,1.0,,,5.0,,5.0,0.0,,-0.0370333333333,0.000716594707261
947,20959,18,0.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.125733333333,0.00675204284885
948,20959,19,1.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,-0.0877555555556,0.00770715905724
949,20959,20,0.0,,,5.0,,5.0,0.0,,0.106566666667,-0.00766691666074
950,20959,21,0.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.0711111111111,0.00385365895387
951,20959,22,0.0,1.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0350555555556,-0.000264336548255
952,20959,23,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,-0.131633333333,0.00444969970055
953,20959,24,0.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.1048,7.03192645681e-05
954,20959,25,1.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,-0.0874555555556,0.000602427939496
955,20959,26,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,-0.0972888888889,0.0107651195987
956,20959,27,1.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,0.00161111111111,0.00196512124492
957,20959,28,1.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.0456555555556,0.00137553891697
958,20959,29,1.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.173477777778,0.00484626502237
959,20959,30,0.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.208311111111,0.0145634808792
960,21055,1,1.0,0.0,0.0,5.0,5.0,8.0,-3.0,-3.0,-0.234444444444,0.00460912344787
961,21055,2,0.0,,,4.0,,3.0,1.0,,-0.290244444444,0.0111467933226
962,21055,3,1.0,1.0,0.0,5.0,6.0,8.0,-3.0,-2.0,-0.270766666667,0.0101584533402
963,21055,4,0.0,0.0,1.0,5.0,5.0,3.0,2.0,2.0,-0.114577777778,0.00844681479993
964,21055,5,1.0,0.0,1.0,3.0,7.0,4.0,-1.0,3.0,-0.189,0.00229155864197
965,21055,6,1.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.377855555556,0.00889073106128
966,21055,7,1.0,,,4.0,,6.0,-2.0,,0.0646666666667,-0.00307759954249
967,21055,8,0.0,,,5.0,,3.0,2.0,,-0.153788888889,0.0157562191299
968,21055,9,0.0,0.0,1.0,4.0,4.0,5.0,-1.0,-1.0,-0.0237444444444,0.00886377451772
969,21055,10,0.0,0.0,0.0,7.0,7.0,4.0,3.0,3.0,0.105588888889,0.00570845207801
970,21055,11,0.0,,,6.0,,4.0,2.0,,0.0168555555556,0.00136234284212
971,21055,12,0.0,0.0,1.0,3.0,6.0,5.0,-2.0,1.0,0.0186777777778,0.00897918503964
972,21055,13,1.0,,,4.0,,7.0,-3.0,,-0.174311111111,0.00590556020577
973,21055,14,1.0,1.0,0.0,2.0,2.0,3.0,-1.0,-1.0,-0.130788888889,0.0154222394647
974,21055,15,0.0,0.0,1.0,4.0,6.0,5.0,-1.0,1.0,0.00115555555556,0.00133165305282
975,21055,16,0.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,-0.0309666666667,0.00365602306784
976,21055,17,0.0,,,6.0,,8.0,-2.0,,-0.0370333333333,0.000716594707261
977,21055,18,0.0,1.0,1.0,7.0,6.0,5.0,2.0,1.0,-0.125733333333,0.00675204284885
978,21055,19,1.0,0.0,0.0,8.0,4.0,5.0,3.0,-1.0,-0.0877555555556,0.00770715905724
979,21055,20,1.0,,,9.0,,6.0,3.0,,0.106566666667,-0.00766691666074
980,21055,21,0.0,0.0,0.0,4.0,3.0,6.0,-2.0,-3.0,-0.0711111111111,0.00385365895387
981,21055,22,0.0,0.0,0.0,5.0,6.0,6.0,-1.0,0.0,0.0350555555556,-0.000264336548255
982,21055,23,1.0,1.0,0.0,7.0,6.0,8.0,-1.0,-2.0,-0.131633333333,0.00444969970055
983,21055,24,0.0,1.0,0.0,8.0,8.0,7.0,1.0,1.0,0.1048,7.03192645681e-05
984,21055,25,1.0,0.0,0.0,6.0,8.0,4.0,2.0,4.0,-0.0874555555556,0.000602427939496
985,21055,26,0.0,1.0,1.0,3.0,4.0,4.0,-1.0,0.0,-0.0972888888889,0.0107651195987
986,21055,27,0.0,0.0,1.0,6.0,6.0,7.0,-1.0,-1.0,0.00161111111111,0.00196512124492
987,21055,28,1.0,0.0,0.0,3.0,5.0,4.0,-1.0,1.0,-0.0456555555556,0.00137553891697
988,21055,29,0.0,0.0,1.0,7.0,7.0,7.0,0.0,0.0,-0.173477777778,0.00484626502237
989,21055,30,0.0,0.0,0.0,3.0,5.0,6.0,-3.0,-1.0,-0.208311111111,0.0145634808792
990,21064,1,1.0,0.0,0.0,4.0,7.0,5.0,-1.0,2.0,-0.234444444444,0.00460912344787
991,21064,2,1.0,,,4.0,,6.0,-2.0,,-0.290244444444,0.0111467933226
992,21064,3,0.0,0.0,0.0,5.0,5.0,4.0,1.0,1.0,-0.270766666667,0.0101584533402
993,21064,4,1.0,1.0,1.0,6.0,6.0,6.0,0.0,0.0,-0.114577777778,0.00844681479993
994,21064,5,0.0,1.0,1.0,4.0,7.0,4.0,0.0,3.0,-0.189,0.00229155864197
995,21064,6,1.0,1.0,1.0,5.0,5.0,3.0,2.0,2.0,-0.377855555556,0.00889073106128
996,21064,7,1.0,,,6.0,,6.0,0.0,,0.0646666666667,-0.00307759954249
997,21064,8,0.0,,,5.0,,3.0,2.0,,-0.153788888889,0.0157562191299
998,21064,9,0.0,1.0,0.0,5.0,5.0,5.0,0.0,0.0,-0.0237444444444,0.00886377451772
999,21064,10,1.0,0.0,1.0,5.0,5.0,6.0,-1.0,-1.0,0.105588888889,0.00570845207801
1000,21064,11,0.0,,,5.0,,4.0,1.0,,0.0168555555556,0.00136234284212
1001,21064,12,1.0,0.0,1.0,5.0,6.0,8.0,-3.0,-2.0,0.0186777777778,0.00897918503964
1002,21064,13,0.0,,,4.0,,6.0,-2.0,,-0.174311111111,0.00590556020577
1003,21064,14,1.0,0.0,0.0,1.0,4.0,6.0,-5.0,-2.0,-0.130788888889,0.0154222394647
1004,21064,15,1.0,0.0,1.0,7.0,5.0,6.0,1.0,-1.0,0.00115555555556,0.00133165305282
1005,21064,16,1.0,0.0,0.0,3.0,6.0,6.0,-3.0,0.0,-0.0309666666667,0.00365602306784
1006,21064,17,1.0,,,4.0,,4.0,0.0,,-0.0370333333333,0.000716594707261
1007,21064,18,0.0,1.0,0.0,4.0,5.0,5.0,-1.0,0.0,-0.125733333333,0.00675204284885
1008,21064,19,1.0,0.0,1.0,5.0,3.0,5.0,0.0,-2.0,-0.0877555555556,0.00770715905724
1009,21064,20,1.0,,,6.0,,5.0,1.0,,0.106566666667,-0.00766691666074
1010,21064,21,1.0,0.0,0.0,5.0,7.0,4.0,1.0,3.0,-0.0711111111111,0.00385365895387
1011,21064,22,0.0,1.0,0.0,5.0,6.0,3.0,2.0,3.0,0.0350555555556,-0.000264336548255
1012,21064,23,0.0,0.0,1.0,5.0,6.0,7.0,-2.0,-1.0,-0.131633333333,0.00444969970055
1013,21064,24,0.0,1.0,1.0,5.0,4.0,7.0,-2.0,-3.0,0.1048,7.03192645681e-05
1014,21064,25,1.0,1.0,0.0,4.0,6.0,6.0,-2.0,0.0,-0.0874555555556,0.000602427939496
1015,21064,26,1.0,0.0,1.0,4.0,5.0,6.0,-2.0,-1.0,-0.0972888888889,0.0107651195987
1016,21064,27,0.0,0.0,0.0,4.0,6.0,5.0,-1.0,1.0,0.00161111111111,0.00196512124492
1017,21064,28,1.0,1.0,1.0,4.0,7.0,4.0,0.0,3.0,-0.0456555555556,0.00137553891697
1018,21064,29,1.0,0.0,1.0,7.0,8.0,5.0,2.0,3.0,-0.173477777778,0.00484626502237
1019,21064,30,0.0,0.0,0.0,4.0,4.0,2.0,2.0,2.0,-0.208311111111,0.0145634808792
1020,21127,1,1.0,0.0,0.0,5.0,4.0,5.0,0.0,-1.0,-0.234444444444,0.00460912344787
1021,21127,2,0.0,,,5.0,,4.0,1.0,,-0.290244444444,0.0111467933226
1022,21127,3,1.0,0.0,0.0,5.0,5.0,3.0,2.0,2.0,-0.270766666667,0.0101584533402
1023,21127,4,0.0,0.0,0.0,6.0,6.0,5.0,1.0,1.0,-0.114577777778,0.00844681479993
1024,21127,5,0.0,1.0,1.0,6.0,7.0,6.0,0.0,1.0,-0.189,0.00229155864197
1025,21127,6,1.0,1.0,0.0,6.0,6.0,6.0,0.0,0.0,-0.377855555556,0.00889073106128
1026,21127,7,0.0,,,3.0,,5.0,-2.0,,0.0646666666667,-0.00307759954249
1027,21127,8,0.0,,,5.0,,5.0,0.0,,-0.153788888889,0.0157562191299
1028,21127,9,1.0,0.0,1.0,6.0,4.0,5.0,1.0,-1.0,-0.0237444444444,0.00886377451772
1029,21127,10,1.0,0.0,1.0,5.0,4.0,4.0,1.0,0.0,0.105588888889,0.00570845207801
1030,21127,11,0.0,,,4.0,,5.0,-1.0,,0.0168555555556,0.00136234284212
1031,21127,12,1.0,1.0,0.0,5.0,6.0,6.0,-1.0,0.0,0.0186777777778,0.00897918503964
1032,21127,13,0.0,,,6.0,,6.0,0.0,,-0.174311111111,0.00590556020577
1033,21127,14,1.0,0.0,0.0,6.0,6.0,7.0,-1.0,-1.0,-0.130788888889,0.0154222394647
1034,21127,15,0.0,1.0,1.0,6.0,4.0,4.0,2.0,0.0,0.00115555555556,0.00133165305282
1035,21127,16,1.0,0.0,0.0,4.0,5.0,3.0,1.0,2.0,-0.0309666666667,0.00365602306784
1036,21127,17,1.0,,,2.0,,3.0,-1.0,,-0.0370333333333,0.000716594707261
1037,21127,18,1.0,0.0,1.0,4.0,5.0,4.0,0.0,1.0,-0.125733333333,0.00675204284885
1038,21127,19,0.0,1.0,1.0,3.0,4.0,4.0,-1.0,0.0,-0.0877555555556,0.00770715905724
1039,21127,20,0.0,,,4.0,,4.0,0.0,,0.106566666667,-0.00766691666074
1040,21127,21,0.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.0711111111111,0.00385365895387
1041,21127,22,0.0,1.0,1.0,4.0,5.0,4.0,0.0,1.0,0.0350555555556,-0.000264336548255
1042,21127,23,1.0,1.0,1.0,4.0,5.0,5.0,-1.0,0.0,-0.131633333333,0.00444969970055
1043,21127,24,0.0,1.0,0.0,2.0,2.0,4.0,-2.0,-2.0,0.1048,7.03192645681e-05
1044,21127,25,0.0,1.0,0.0,5.0,4.0,4.0,1.0,0.0,-0.0874555555556,0.000602427939496
1045,21127,26,1.0,0.0,0.0,6.0,5.0,6.0,0.0,-1.0,-0.0972888888889,0.0107651195987
1046,21127,27,1.0,1.0,1.0,4.0,6.0,6.0,-2.0,0.0,0.00161111111111,0.00196512124492
1047,21127,28,1.0,0.0,1.0,4.0,5.0,4.0,0.0,1.0,-0.0456555555556,0.00137553891697
1048,21127,29,1.0,1.0,1.0,5.0,2.0,4.0,1.0,-2.0,-0.173477777778,0.00484626502237
1049,21127,30,0.0,1.0,0.0,6.0,6.0,5.0,1.0,1.0,-0.208311111111,0.0145634808792
1050,21271,1,0.0,0.0,1.0,5.0,4.0,5.0,0.0,-1.0,-0.234444444444,0.00460912344787
1051,21271,2,1.0,,,6.0,,4.0,2.0,,-0.290244444444,0.0111467933226
1052,21271,3,1.0,1.0,0.0,6.0,6.0,5.0,1.0,1.0,-0.270766666667,0.0101584533402
1053,21271,4,1.0,0.0,0.0,5.0,6.0,5.0,0.0,1.0,-0.114577777778,0.00844681479993
1054,21271,5,1.0,1.0,1.0,6.0,5.0,4.0,2.0,1.0,-0.189,0.00229155864197
1055,21271,6,0.0,0.0,1.0,5.0,6.0,4.0,1.0,2.0,-0.377855555556,0.00889073106128
1056,21271,7,1.0,,,5.0,,4.0,1.0,,0.0646666666667,-0.00307759954249
1057,21271,8,0.0,,,7.0,,6.0,1.0,,-0.153788888889,0.0157562191299
1058,21271,9,0.0,1.0,0.0,6.0,6.0,5.0,1.0,1.0,-0.0237444444444,0.00886377451772
1059,21271,10,1.0,1.0,1.0,3.0,4.0,6.0,-3.0,-2.0,0.105588888889,0.00570845207801
1060,21271,11,0.0,,,5.0,,6.0,-1.0,,0.0168555555556,0.00136234284212
1061,21271,12,1.0,1.0,1.0,5.0,5.0,6.0,-1.0,-1.0,0.0186777777778,0.00897918503964
1062,21271,13,1.0,,,6.0,,6.0,0.0,,-0.174311111111,0.00590556020577
1063,21271,14,1.0,1.0,1.0,6.0,6.0,6.0,0.0,0.0,-0.130788888889,0.0154222394647
1064,21271,15,0.0,1.0,0.0,5.0,5.0,4.0,1.0,1.0,0.00115555555556,0.00133165305282
1065,21271,16,1.0,1.0,1.0,4.0,4.0,6.0,-2.0,-2.0,-0.0309666666667,0.00365602306784
1066,21271,17,1.0,,,3.0,,4.0,-1.0,,-0.0370333333333,0.000716594707261
1067,21271,18,1.0,0.0,0.0,6.0,5.0,5.0,1.0,0.0,-0.125733333333,0.00675204284885
1068,21271,19,1.0,1.0,0.0,4.0,4.0,4.0,0.0,0.0,-0.0877555555556,0.00770715905724
1069,21271,20,0.0,,,6.0,,5.0,1.0,,0.106566666667,-0.00766691666074
1070,21271,21,0.0,1.0,1.0,4.0,4.0,5.0,-1.0,-1.0,-0.0711111111111,0.00385365895387
1071,21271,22,1.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0350555555556,-0.000264336548255
1072,21271,23,1.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.131633333333,0.00444969970055
1073,21271,24,1.0,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.1048,7.03192645681e-05
1074,21271,25,1.0,0.0,1.0,6.0,6.0,5.0,1.0,1.0,-0.0874555555556,0.000602427939496
1075,21271,26,1.0,1.0,1.0,5.0,5.0,6.0,-1.0,-1.0,-0.0972888888889,0.0107651195987
1076,21271,27,0.0,1.0,0.0,6.0,4.0,5.0,1.0,-1.0,0.00161111111111,0.00196512124492
1077,21271,28,0.0,1.0,1.0,6.0,5.0,5.0,1.0,0.0,-0.0456555555556,0.00137553891697
1078,21271,29,0.0,1.0,0.0,5.0,5.0,5.0,0.0,0.0,-0.173477777778,0.00484626502237
1079,21271,30,0.0,0.0,1.0,5.0,5.0,6.0,-1.0,-1.0,-0.208311111111,0.0145634808792
1080,21322,1,0.0,1.0,0.0,6.0,7.0,2.0,4.0,5.0,-0.234444444444,0.00460912344787
1081,21322,2,0.0,,,3.0,,4.0,-1.0,,-0.290244444444,0.0111467933226
1082,21322,3,1.0,1.0,0.0,6.0,4.0,9.0,-3.0,-5.0,-0.270766666667,0.0101584533402
1083,21322,4,1.0,0.0,1.0,2.0,7.0,4.0,-2.0,3.0,-0.114577777778,0.00844681479993
1084,21322,5,0.0,0.0,0.0,5.0,5.0,7.0,-2.0,-2.0,-0.189,0.00229155864197
1085,21322,6,1.0,1.0,1.0,5.0,3.0,5.0,0.0,-2.0,-0.377855555556,0.00889073106128
1086,21322,7,0.0,,,4.0,,6.0,-2.0,,0.0646666666667,-0.00307759954249
1087,21322,8,0.0,,,7.0,,4.0,3.0,,-0.153788888889,0.0157562191299
1088,21322,9,0.0,1.0,0.0,6.0,3.0,5.0,1.0,-2.0,-0.0237444444444,0.00886377451772
1089,21322,10,1.0,0.0,0.0,5.0,8.0,5.0,0.0,3.0,0.105588888889,0.00570845207801
1090,21322,11,0.0,,,3.0,,2.0,1.0,,0.0168555555556,0.00136234284212
1091,21322,12,0.0,0.0,0.0,6.0,5.0,8.0,-2.0,-3.0,0.0186777777778,0.00897918503964
1092,21322,13,0.0,,,6.0,,3.0,3.0,,-0.174311111111,0.00590556020577
1093,21322,14,1.0,0.0,1.0,6.0,3.0,8.0,-2.0,-5.0,-0.130788888889,0.0154222394647
1094,21322,15,1.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.00115555555556,0.00133165305282
1095,21322,16,0.0,1.0,1.0,5.0,5.0,7.0,-2.0,-2.0,-0.0309666666667,0.00365602306784
1096,21322,17,0.0,,,1.0,,7.0,-6.0,,-0.0370333333333,0.000716594707261
1097,21322,18,1.0,0.0,1.0,7.0,6.0,7.0,0.0,-1.0,-0.125733333333,0.00675204284885
1098,21322,19,1.0,0.0,0.0,7.0,5.0,9.0,-2.0,-4.0,-0.0877555555556,0.00770715905724
1099,21322,20,1.0,,,8.0,,7.0,1.0,,0.106566666667,-0.00766691666074
1100,21322,21,1.0,1.0,0.0,5.0,5.0,5.0,0.0,0.0,-0.0711111111111,0.00385365895387
1101,21322,22,0.0,0.0,0.0,7.0,3.0,7.0,0.0,-4.0,0.0350555555556,-0.000264336548255
1102,21322,23,1.0,1.0,0.0,4.0,9.0,6.0,-2.0,3.0,-0.131633333333,0.00444969970055
1103,21322,24,0.0,1.0,1.0,4.0,5.0,4.0,0.0,1.0,0.1048,7.03192645681e-05
1104,21322,25,0.0,1.0,0.0,8.0,4.0,6.0,2.0,-2.0,-0.0874555555556,0.000602427939496
1105,21322,26,0.0,0.0,0.0,8.0,8.0,4.0,4.0,4.0,-0.0972888888889,0.0107651195987
1106,21322,27,0.0,0.0,1.0,7.0,7.0,7.0,0.0,0.0,0.00161111111111,0.00196512124492
1107,21322,28,0.0,1.0,0.0,8.0,6.0,6.0,2.0,0.0,-0.0456555555556,0.00137553891697
1108,21322,29,0.0,1.0,1.0,9.0,5.0,4.0,5.0,1.0,-0.173477777778,0.00484626502237
1109,21322,30,0.0,0.0,0.0,6.0,5.0,6.0,0.0,-1.0,-0.208311111111,0.0145634808792
1110,21436,1,0.0,1.0,1.0,7.0,8.0,8.0,-1.0,0.0,-0.234444444444,0.00460912344787
1111,21436,2,0.0,,,8.0,,8.0,0.0,,-0.290244444444,0.0111467933226
1112,21436,3,0.0,0.0,0.0,8.0,7.0,7.0,1.0,0.0,-0.270766666667,0.0101584533402
1113,21436,4,0.0,1.0,0.0,7.0,7.0,8.0,-1.0,-1.0,-0.114577777778,0.00844681479993
1114,21436,5,1.0,1.0,0.0,8.0,8.0,7.0,1.0,1.0,-0.189,0.00229155864197
1115,21436,6,1.0,0.0,1.0,7.0,8.0,8.0,-1.0,0.0,-0.377855555556,0.00889073106128
1116,21436,7,0.0,,,8.0,,8.0,0.0,,0.0646666666667,-0.00307759954249
1117,21436,8,0.0,,,8.0,,8.0,0.0,,-0.153788888889,0.0157562191299
1118,21436,9,0.0,1.0,1.0,8.0,7.0,7.0,1.0,0.0,-0.0237444444444,0.00886377451772
1119,21436,10,0.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,0.105588888889,0.00570845207801
1120,21436,11,1.0,,,8.0,,7.0,1.0,,0.0168555555556,0.00136234284212
1121,21436,12,1.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0186777777778,0.00897918503964
1122,21436,13,1.0,,,7.0,,7.0,0.0,,-0.174311111111,0.00590556020577
1123,21436,14,1.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,-0.130788888889,0.0154222394647
1124,21436,15,1.0,1.0,0.0,7.0,7.0,8.0,-1.0,-1.0,0.00115555555556,0.00133165305282
1125,21436,16,1.0,1.0,1.0,8.0,8.0,8.0,0.0,0.0,-0.0309666666667,0.00365602306784
1126,21436,17,0.0,,,8.0,,8.0,0.0,,-0.0370333333333,0.000716594707261
1127,21436,18,0.0,1.0,0.0,8.0,8.0,8.0,0.0,0.0,-0.125733333333,0.00675204284885
